model_name,global_mae,shell_mae,cluster_avg_shell_mae,mae_shell_0,mae_shell_1,mae_shell_2,mae_shell_3,mae_shell_4,perturbed_auroc,perturbed_auprc,cluster_avg_auprc,derived_radius_mae,derived_class_macro_f1,cluster_avg_radius_mae,cluster_avg_class_macro_f1
base_v5_seed42,0.30279353623854965,0.31687947435756414,0.6256011303727276,0.4006272297858541,0.3147192667861339,0.2931983906247818,0.26849353168867207,0.3073589529023786,0.7303664387302529,0.15936140653634795,0.366369118185352,18.673082570902938,0.3123410366285732,12.662611164946751,0.556047717899828
zero_response,0.4418322078529962,0.4819281224203964,0.8026925461608847,0.608033635400989,0.4987693801118669,0.4483239150888154,0.4141958462850026,0.4403178352153079,0.5,0.06781346409274128,0.13165183095619498,25.965320510179033,0.14755226808946936,31.583223198606948,0.16318424700402065
global_mean,0.643567970801942,0.6271498194589002,0.9162198699858586,0.6321046766951639,0.595082998358993,0.6254207034525842,0.6335100420904567,0.6496306766973036,0.5,0.06781346409274128,0.13165183095619498,18.600438876810234,0.14755226808946936,12.299304440189939,0.16318424700402065
shell_mean,0.6431386116564798,0.547933783989143,0.847378504627621,0.7675686080876261,0.45281602811768396,0.40664861936153046,0.39560398876989805,0.7170316756089766,0.5238822205441669,0.07138042359068007,0.15678772028393356,18.600438876810234,0.2744479563286918,12.299304440189939,0.8279267866057642
mutation_type_shell_mean,0.6535854940719414,0.552198770783255,0.8679566725255646,0.6686371583565731,0.4903403692626269,0.4465898374996968,0.43548123395702887,0.7199452548403491,0.4930235859785292,0.06403587870275168,0.1537181675886634,23.7073549427831,0.2537950282004992,21.092141418591616,0.31860487334120247
esm_mlp,0.31284899966038876,0.32600081338093184,0.660208843204528,0.4105905019912552,0.32464866963327704,0.2962722468924276,0.2806369399252611,0.31785570846243816,0.6686107977343074,0.12593528019694436,0.2834330175900179,17.828756294918243,0.3334266009873634,12.138650158474324,0.6210121126270672
geometry_gnn,0.31910692674772234,0.33114450341655,0.6315590078474355,0.4306695430679983,0.32862718406439256,0.2945453523832654,0.2750412142866819,0.32683922328041193,0.6535901212488359,0.10474748053644863,0.3331933599071271,20.108441196015487,0.20170399149536644,13.325561136254876,0.23505489480799086
coordinate_residual,0.38545661996357194,0.4226138438157463,0.7466917428156915,0.5423408881412634,0.44224309556144653,0.38870168958427864,0.35481523793861336,0.38496830785312963,0.6878827248114922,0.1408602025471708,0.3393031593826103,25.929603691400946,0.14755226808946936,31.137708148053314,0.16318424700402065
