model_name,factor,group,metric,sample_mean,cluster_mean,sample_weighted_cluster_mean,residue_weighted_cluster_mean,n_samples,n_clusters,n_residues,n_valid_samples,bootstrap_ci_low,bootstrap_ci_high
base_v5,substitution_size_group,small_to_large,mae_shell_0,0.37807770528603263,0.3890045770762462,0.3780777052860325,0.3860336427281086,15792,45,4373921,15792,0.28434257286681824,0.5153431710877021
base_v5,substitution_size_group,small_to_large,mae_shell_1,0.31539101635172534,0.33850856428494264,0.31539101635172545,0.3274281706032176,15792,45,4373921,15792,0.24442792740780497,0.4578487457911538
base_v5,substitution_size_group,small_to_large,mae_shell_2,0.2712925926723543,0.28544819807053157,0.2712925926723543,0.28326926529170005,15792,45,4373921,15792,0.21273687286534976,0.37141646466801526
base_v5,substitution_size_group,small_to_large,mae_shell_3,0.2775606167746842,0.3095123004645852,0.27756061677468424,0.2819077103157837,15792,45,4373921,15792,0.23039662271697284,0.40040629729094773
base_v5,substitution_size_group,small_to_large,mae_shell_4,0.40255464438984023,0.3920058684500061,0.4025546443898403,0.4215212420674868,15792,45,4373921,15792,0.277185697421597,0.534511891762892
base_v5,substitution_size_group,small_to_large,perturbed_auroc,0.8416165233046323,0.7971999444752487,0.8416165233046323,0.8371741457343839,15792,45,4373921,15423,0.7605003921443186,0.8304186605229837
base_v5,substitution_size_group,small_to_large,perturbed_auprc,0.3878443683148396,0.3789718164319682,0.38784436831483965,0.3930002393594076,15792,45,4373921,15423,0.30947070938106613,0.45104668624627803
base_v5,substitution_size_group,small_to_large,radius_mae,36.00140758968414,24.622306104130903,36.00140758968414,37.04765510514707,15792,45,4373921,15792,19.75863910939514,29.643828306377518
base_v5,substitution_size_group,small_to_large,class_correct,0.20200101317122593,0.32714532495105453,0.20200101317122593,0.20611478448441048,15792,45,4373921,15792,0.21365248043738325,0.4435846779753627
base_v5,substitution_size_group,small_to_large,class_macro_f1,0.06733367105707531,0.10904844165035149,0.06733367105707531,0.06870492816147017,15792,45,4373921,15792,0.07121749347912776,0.14786155932512085
base_v5,substitution_size_group,small_to_large,non_local_f1,0.18585359675785207,0.24615599007100938,0.18585359675785207,0.19011528758317384,15792,45,4373921,15792,0.13535207811662028,0.3678189339105608
base_v5,substitution_size_group,small_to_large,non_local_recall,0.1905225576111652,0.298468281264238,0.1905225576111652,0.1945591791461215,15792,45,4373921,15405,0.1673234811165846,0.433060508959914
base_v5,substitution_size_group,large_to_small,global_mae,0.47356536286167433,0.4385852651648649,0.4735653628616744,0.47028413008520287,30176,75,8294184,30176,0.2777685660149092,0.6733266596759907
base_v5,substitution_size_group,large_to_small,shell_mae,0.42878424533651716,0.4998885544157316,0.42878424533651716,0.3963186724154659,30176,75,8294184,30176,0.3314047041072936,0.7269651888617765
base_v5,substitution_size_group,large_to_small,mae_shell_0,0.5339374395547467,0.6582569746407053,0.5339374395547467,0.42675553354152446,30176,75,8294184,30176,0.4460800843687507,0.9099053102060037
base_v5,substitution_size_group,large_to_small,mae_shell_1,0.3986911242271355,0.5477803822016124,0.39869112422713554,0.3632318589960319,30176,75,8294184,30176,0.34390310839152155,0.8159794262307649
base_v5,substitution_size_group,large_to_small,mae_shell_2,0.34089986114055376,0.4346037337172577,0.3408998611405538,0.3300681380491767,30176,75,8294184,30176,0.28420262984357747,0.6409806925235744
base_v5,substitution_size_group,large_to_small,mae_shell_3,0.350015028667013,0.41575508669089545,0.35001502866701295,0.3355930643187434,30176,75,8294184,30176,0.26465389837095177,0.6216167469824101
base_v5,substitution_size_group,large_to_small,mae_shell_4,0.5203777730931369,0.4430465948281873,0.5203777730931369,0.5259447671718537,30176,75,8294184,30176,0.27491309779320455,0.6835501729355054
base_v5,substitution_size_group,large_to_small,perturbed_auroc,0.8068267267500442,0.8211135316552678,0.8068267267500442,0.8062888686673756,30176,75,8294184,29238,0.7900880251408389,0.8489789401125925
base_v5,substitution_size_group,large_to_small,perturbed_auprc,0.4265294427705723,0.3793222946527714,0.4265294427705723,0.4237893000281281,30176,75,8294184,29238,0.33281642714600895,0.42655094750684375
base_v5,substitution_size_group,large_to_small,radius_mae,22.681432299047298,28.37686046486098,22.681432299047298,24.08974914663749,30176,75,8294184,30176,24.064754291371166,33.190751653969606
base_v5,substitution_size_group,large_to_small,class_correct,0.5270744962884412,0.27994248539520006,0.5270744962884412,0.5562403898817114,30176,75,8294184,30176,0.19920432598818957,0.36666460047060334
base_v5,substitution_size_group,large_to_small,class_macro_f1,0.1756914987628137,0.0933141617984,0.17569149876281367,0.18541346329390376,30176,75,8294184,30176,0.0664014419960632,0.12222153349020112
base_v5,substitution_size_group,large_to_small,non_local_f1,0.5172653764581124,0.17553739194031587,0.5172653764581124,0.5463928274626647,30176,75,8294184,30176,0.10285461889063721,0.2542255055871168
base_v5,substitution_size_group,large_to_small,non_local_recall,0.5332581736189402,0.20658532176446778,0.5332581736189402,0.5585120059310477,30176,75,8294184,29271,0.12392136108401854,0.29703676621363795
base_v5,substitution_size_group,size_neutral,global_mae,0.2127545264088555,0.21779898009520432,0.2127545264088555,0.21338813873464618,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,shell_mae,0.22371064265310098,0.34911876124612323,0.22371064265310098,0.23946262188323827,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,mae_shell_0,0.2769319692101234,0.494290375461181,0.2769319692101234,0.3042334321391184,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,mae_shell_1,0.22900844898318004,0.4197131713694714,0.2290084489831801,0.25296205629202223,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,mae_shell_2,0.19795128191194616,0.3512280307299817,0.19795128191194616,0.21720372099589402,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,mae_shell_3,0.1731820419923915,0.25378334046839796,0.1731820419923915,0.18330602753463848,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,mae_shell_4,0.24147947116786356,0.22657888820158417,0.24147947116786364,0.23960787245451817,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,perturbed_auroc,0.8325939873760909,0.9023464926360529,0.8325939873760909,0.8496504490396589,13,2,1876,7,,
base_v5,substitution_size_group,size_neutral,perturbed_auprc,0.2908628883928084,0.5863366848958049,0.2908628883928084,0.36311459410372976,13,2,1876,7,,
base_v5,substitution_size_group,size_neutral,radius_mae,13.278454560499926,7.192496220270793,13.278454560499926,12.514023274500996,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,class_correct,0.5384615384615384,0.75,0.5384615384615384,0.5650319829424307,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,class_macro_f1,0.17948717948717946,0.25,0.1794871794871795,0.18834399431414356,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,non_local_f1,0.07692307692307693,0.5,0.07692307692307693,0.1300639658848614,13,2,1876,13,,
base_v5,substitution_size_group,size_neutral,non_local_recall,0.14285714285714285,0.5,0.14285714285714285,0.23018867924528302,13,2,1876,7,,
base_v5,charge_group,neutral_to_neutral,global_mae,0.4930688078232569,0.5422519575751317,0.4930688078232569,0.4778555478317463,28951,57,8597473,28951,0.3114320434474071,0.8694176658862148
base_v5,charge_group,neutral_to_neutral,shell_mae,0.40326267719003445,0.609811276066689,0.4032626771900345,0.3797592658285236,28951,57,8597473,28951,0.3750281773072465,0.9358016266363202
base_v5,charge_group,neutral_to_neutral,mae_shell_0,0.4284694453429935,0.7804708979080107,0.4284694453429935,0.38188657717369273,28951,57,8597473,28951,0.49965488558921645,1.125859063777461
base_v5,charge_group,neutral_to_neutral,mae_shell_1,0.35400347959092476,0.6783985841229062,0.35400347959092476,0.33275285562937684,28951,57,8597473,28951,0.3972322224521963,1.0702089042852572
base_v5,charge_group,neutral_to_neutral,mae_shell_2,0.33801944730373007,0.5224748326391503,0.33801944730373007,0.319324470733193,28951,57,8597473,28951,0.3099678038866973,0.8200107297056968
base_v5,charge_group,neutral_to_neutral,mae_shell_3,0.34406162755460096,0.520429395409265,0.3440616275546009,0.3266276710318633,28951,57,8597473,28951,0.3041363471840425,0.8129644219744744
base_v5,charge_group,neutral_to_neutral,mae_shell_4,0.551759386157923,0.5472826702541127,0.551759386157923,0.5382047545744921,28951,57,8597473,28951,0.3059973889946938,0.88464334969331
base_v5,charge_group,neutral_to_neutral,perturbed_auroc,0.8115261934085908,0.8111618502136361,0.8115261934085911,0.8117440463050127,28951,57,8597473,28657,0.7708882273406156,0.848005226688323
base_v5,charge_group,neutral_to_neutral,perturbed_auprc,0.4402879640333662,0.4379878211590098,0.4402879640333663,0.4329800615402565,28951,57,8597473,28657,0.37505104337270234,0.5020825245445205
base_v5,charge_group,neutral_to_neutral,radius_mae,24.91049499713647,24.416084850796985,24.91049499713647,25.281850638176028,28951,57,8597473,28951,20.023387421121328,29.00159822450166
base_v5,charge_group,neutral_to_neutral,class_correct,0.5479948879140617,0.33602239237996334,0.5479948879140617,0.5582088470937498,28951,57,8597473,28951,0.23426321234643335,0.44405913059727725
base_v5,charge_group,neutral_to_neutral,class_macro_f1,0.1826649626380205,0.11200746412665445,0.1826649626380206,0.18606961569791666,28951,57,8597473,28951,0.0780877374488111,0.14801971019909238
base_v5,charge_group,neutral_to_neutral,non_local_f1,0.5425373907637042,0.23979945144079276,0.5425373907637042,0.5525061966739794,28951,57,8597473,28951,0.13909132174720396,0.3458256255739028
base_v5,charge_group,neutral_to_neutral,non_local_recall,0.5472822299651567,0.26318525448063795,0.5472822299651567,0.5573920193271866,28951,57,8597473,28700,0.15613341821898924,0.3813089115009259
base_v5,charge_group,neutral_to_charged,global_mae,0.3731863375568725,0.5460656236623483,0.3731863375568725,0.4347581054723173,4036,9,876549,4036,0.2753073157292428,0.9194483404837648
base_v5,charge_group,neutral_to_charged,shell_mae,0.3570377046388271,0.6565941955595542,0.3570377046388271,0.41614651473823155,4036,9,876549,4036,0.3308590878548701,1.0924986422628016
base_v5,charge_group,neutral_to_charged,mae_shell_0,0.40998146071126124,0.9766710612144475,0.40998146071126124,0.4748833060214727,4036,9,876549,4036,0.4176327464901699,1.6348860145038813
base_v5,charge_group,neutral_to_charged,mae_shell_1,0.38954029257826217,0.7325333112931904,0.38954029257826217,0.46614900984217483,4036,9,876549,4036,0.3415229846866074,1.2160896405604686
base_v5,charge_group,neutral_to_charged,mae_shell_2,0.2993795474619599,0.5526784786218303,0.2993795474619599,0.35980329971702363,4036,9,876549,4036,0.2688775558946451,0.9690138967022596
base_v5,charge_group,neutral_to_charged,mae_shell_3,0.3019408850450782,0.4816368056638335,0.3019408850450782,0.32963432857224756,4036,9,876549,4036,0.2249382908902431,0.8460265774861938
base_v5,charge_group,neutral_to_charged,mae_shell_4,0.38434633739757407,0.5394513210044695,0.3843463373975741,0.45026262953823953,4036,9,876549,4036,0.2621863994212079,0.9200566371936998
base_v5,charge_group,neutral_to_charged,perturbed_auroc,0.8491955178556706,0.814821835860014,0.8491955178556706,0.8332347463100929,4036,9,876549,4015,0.7345284207161223,0.8905902981330499
base_v5,charge_group,neutral_to_charged,perturbed_auprc,0.36694306906892776,0.4944653424966008,0.3669430690689278,0.38418374854294346,4036,9,876549,4015,0.400727044438638,0.5936149631894235
base_v5,charge_group,neutral_to_charged,radius_mae,40.14642297530434,44.02619992638093,40.14642297530434,43.64379421972983,4036,9,876549,4036,27.198750623075725,68.27067239612596
base_v5,charge_group,neutral_to_charged,class_correct,0.005946481665014866,0.16848061733192418,0.005946481665014866,0.005163827099347669,4036,9,876549,4036,0.0015192262326020288,0.3911488558622317
base_v5,charge_group,neutral_to_charged,class_macro_f1,0.0019821605550049554,0.05616020577730804,0.0019821605550049554,0.0017212756997825565,4036,9,876549,4036,0.0005064087442006762,0.13038295195407723
base_v5,charge_group,neutral_to_charged,non_local_f1,0.0009910802775024777,0.1111111111111111,0.0009910802775024777,0.0014648353942563394,4036,9,876549,4036,0.0,0.3333333333333333
base_v5,charge_group,neutral_to_charged,non_local_recall,0.00099626400996264,0.1111111111111111,0.00099626400996264,0.001470399618887077,4036,9,876549,4015,0.0,0.3333333333333333
base_v5,charge_group,charged_to_neutral,global_mae,0.35233900927048595,0.30855358837962077,0.35233900927048584,0.35738768228846973,10065,52,2574864,10065,0.23175304850088443,0.4107467104593553
base_v5,charge_group,charged_to_neutral,shell_mae,0.39200222430304693,0.30538840676743323,0.39200222430304693,0.35277177778552704,10065,52,2574864,10065,0.2385905344816677,0.3816843101319201
base_v5,charge_group,charged_to_neutral,mae_shell_0,0.6307953136367778,0.3832509714174054,0.6307953136367777,0.45346937824583633,10065,52,2574864,10065,0.2478170315561566,0.5798101660440388
base_v5,charge_group,charged_to_neutral,mae_shell_1,0.40770622059531497,0.3067284778546541,0.40770622059531497,0.36425835146645086,10065,52,2574864,10065,0.22715486672732446,0.4060543641839952
base_v5,charge_group,charged_to_neutral,mae_shell_2,0.28478311855913224,0.2678136106498041,0.2847831185591323,0.2906887930504185,10065,52,2574864,10065,0.21075164932811682,0.33298803954911066
base_v5,charge_group,charged_to_neutral,mae_shell_3,0.27608160642591834,0.2503743883851652,0.2760816064259183,0.2809031293392456,10065,52,2574864,10065,0.19774288351871055,0.3162032959724807
base_v5,charge_group,charged_to_neutral,mae_shell_4,0.36064486229809145,0.31877458553013704,0.36064486229809145,0.3745392368256835,10065,52,2574864,10065,0.23363169579245993,0.4333612301355148
base_v5,charge_group,charged_to_neutral,perturbed_auroc,0.8224550516241701,0.8084233274997067,0.82245505162417,0.8267724538132364,10065,52,2574864,9582,0.7800674523070913,0.8366909877423608
base_v5,charge_group,charged_to_neutral,perturbed_auprc,0.36491181818475554,0.3225779874184635,0.36491181818475554,0.36706532010131454,10065,52,2574864,9582,0.2619466570644268,0.38492996483160075
base_v5,charge_group,charged_to_neutral,radius_mae,27.692965051752385,26.471015507676647,27.692965051752385,32.00484677815992,10065,52,2574864,10065,22.030752740710618,30.87872064585302
base_v5,charge_group,charged_to_neutral,class_correct,0.27332339791356186,0.26725701725386375,0.27332339791356186,0.22588312202653085,10065,52,2574864,10065,0.1737458915068165,0.3688726665456802
base_v5,charge_group,charged_to_neutral,class_macro_f1,0.09110779930452062,0.08908567241795456,0.09110779930452062,0.07529437400884362,10065,52,2574864,10065,0.05791529716893881,0.12295755551522669
base_v5,charge_group,charged_to_neutral,non_local_f1,0.2448087431693989,0.183658378580352,0.2448087431693989,0.19247881844082695,10065,52,2574864,10065,0.09596661474585616,0.28183969701540507
base_v5,charge_group,charged_to_neutral,non_local_recall,0.25765973021018507,0.2355033326369618,0.25765973021018507,0.20329934536705474,10065,52,2574864,9563,0.1247704619177027,0.35633291764948716
base_v5,charge_group,positive_to_negative,global_mae,0.3452199397504264,0.3125186395067372,0.3452199397504264,0.3452847161988645,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,shell_mae,0.3847509049789399,0.30123124287976993,0.3847509049789399,0.3849163451004402,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,mae_shell_0,0.5166707612860539,0.35107910753941585,0.516670761286054,0.516998773907594,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,mae_shell_1,0.31661244867787386,0.2422306178208844,0.31661244867787386,0.31675978810460415,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,mae_shell_2,0.22319185463231594,0.1694153554548733,0.22319185463231597,0.2232983779387347,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,mae_shell_3,0.563206601008566,0.3823906402288003,0.563206601008566,0.5635647707349363,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,mae_shell_4,0.30407285928988975,0.361040493354876,0.30407285928988975,0.30396001481633206,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,perturbed_auroc,0.8544039975202988,0.8595236343414336,0.8544039975202988,0.8543938562755137,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,perturbed_auprc,0.38879074708654326,0.3813303897681055,0.38879074708654326,0.388805524953098,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,radius_mae,28.26884663633823,25.643860685749416,28.26884663633823,28.274046346007626,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,class_correct,0.0,0.0,0.0,0.0,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,class_macro_f1,0.0,0.0,0.0,0.0,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,non_local_f1,0.0,0.0,0.0,0.0,789,2,81187,789,,
base_v5,charge_group,positive_to_negative,non_local_recall,0.0,0.0,0.0,0.0,789,2,81187,789,,
base_v5,charge_group,charged_to_charged_same_sign,global_mae,0.3026239072002493,0.24571713969348696,0.3026239072002493,0.3652576451502712,1490,7,340700,1490,0.15447763414282029,0.35145167183648296
base_v5,charge_group,charged_to_charged_same_sign,shell_mae,0.3250386000694508,0.24593288278709627,0.3250386000694508,0.34415701553213385,1490,7,340700,1490,0.16583866158288735,0.3342172262378697
base_v5,charge_group,charged_to_charged_same_sign,mae_shell_0,0.5305835033429399,0.3983325517095693,0.5305835033429399,0.5077526176629851,1490,7,340700,1490,0.23640483202982523,0.5925006008081569
base_v5,charge_group,charged_to_charged_same_sign,mae_shell_1,0.3494109224025583,0.2223639685760949,0.3494109224025584,0.3349795281203091,1490,7,340700,1490,0.1350095018428859,0.3115317230644744
base_v5,charge_group,charged_to_charged_same_sign,mae_shell_2,0.21978776438351508,0.17810285929061015,0.21978776438351508,0.2500713485302538,1490,7,340700,1490,0.12262446578336604,0.23779496537987338
base_v5,charge_group,charged_to_charged_same_sign,mae_shell_3,0.21694493993849404,0.17240644037704067,0.2169449399384941,0.24287261675179664,1490,7,340700,1490,0.1267353898270295,0.22645038003113213
base_v5,charge_group,charged_to_charged_same_sign,mae_shell_4,0.30846587027974665,0.2584585939821663,0.30846587027974653,0.3851089665953246,1490,7,340700,1490,0.1556316592071183,0.3773802941610543
base_v5,charge_group,charged_to_charged_same_sign,perturbed_auroc,0.827576302880386,0.8497824350384724,0.827576302880386,0.8093410395559404,1490,7,340700,993,0.8027487660375352,0.897322619002875
base_v5,charge_group,charged_to_charged_same_sign,perturbed_auprc,0.3405501203208351,0.3346858068939595,0.34055012032083515,0.3518052107328478,1490,7,340700,993,0.2504856348492208,0.42510026981383575
base_v5,charge_group,charged_to_charged_same_sign,radius_mae,22.33076797683767,22.469698351369235,22.33076797683767,31.471144075520144,1490,7,340700,1490,9.731586936294814,37.848643125283466
base_v5,charge_group,charged_to_charged_same_sign,class_correct,0.2912751677852349,0.40450681910190706,0.2912751677852349,0.3517647707985535,1490,7,340700,1490,0.13377945210006278,0.6710264373307852
base_v5,charge_group,charged_to_charged_same_sign,class_macro_f1,0.0970917225950783,0.13483560636730232,0.0970917225950783,0.11725492359951784,1490,7,340700,1490,0.044593150700020935,0.2236754791102617
base_v5,charge_group,charged_to_charged_same_sign,non_local_f1,0.2342281879194631,0.18904284121675424,0.2342281879194631,0.31684234929790756,1490,7,340700,1490,0.0,0.4014970536709667
base_v5,charge_group,charged_to_charged_same_sign,non_local_recall,0.3539553752535497,0.21767416644076984,0.3539553752535497,0.38284908042670684,1490,7,340700,986,0.0,0.48495527243155323
base_v5,charge_group,negative_to_positive,global_mae,0.32836060419887136,0.20875991141095068,0.3283606041988715,0.3277140032794975,650,5,199208,650,0.137506570611146,0.28609145461300045
base_v5,charge_group,negative_to_positive,shell_mae,0.4428299886389228,0.2512250049824819,0.44282998863892276,0.44189823185310706,650,5,199208,650,0.14970334843331093,0.3709033951191726
base_v5,charge_group,negative_to_positive,mae_shell_0,0.7381812977466065,0.4120619907546961,0.7381812977466063,0.7365039558911121,650,5,199208,650,0.22824233675996464,0.6194935966736843
base_v5,charge_group,negative_to_positive,mae_shell_1,0.49169759935391183,0.231836279316118,0.49169759935391183,0.4907022318854895,650,5,199208,650,0.133611826324525,0.3776185158091777
base_v5,charge_group,negative_to_positive,mae_shell_2,0.3224601491434857,0.2032591333074773,0.3224601491434857,0.32179242414829784,650,5,199208,650,0.12566498353877692,0.28085328307617774
base_v5,charge_group,negative_to_positive,mae_shell_3,0.34092492761742715,0.20335786853134205,0.34092492761742715,0.34021491482544547,650,5,199208,650,0.12029432508288602,0.2898408623569126
base_v5,charge_group,negative_to_positive,mae_shell_4,0.3208859693331829,0.20560975300277606,0.3208859693331829,0.320277632515191,650,5,199208,650,0.13900535272768133,0.27958763986923574
base_v5,charge_group,negative_to_positive,perturbed_auroc,0.8449069262495664,0.8804489606036933,0.8449069262495664,0.8449684005182307,650,5,199208,632,,
base_v5,charge_group,negative_to_positive,perturbed_auprc,0.3520755728993579,0.37958416006682955,0.3520755728993579,0.3521105495229946,650,5,199208,632,,
base_v5,charge_group,negative_to_positive,radius_mae,54.80059739039494,22.70433834264692,54.80059739039494,54.705929721468614,650,5,199208,650,11.56354026794434,40.54101129462371
base_v5,charge_group,negative_to_positive,class_correct,0.043076923076923075,0.3959434475258292,0.043076923076923075,0.045255504893450926,650,5,199208,650,0.06522022838499185,0.7359434475258293
base_v5,charge_group,negative_to_positive,class_macro_f1,0.014358974358974357,0.1319811491752764,0.014358974358974357,0.015085168297816975,650,5,199208,650,0.021740076128330614,0.2453144825086097
base_v5,charge_group,negative_to_positive,non_local_f1,0.03230769230769231,0.3026101141924959,0.03230769230769231,0.033781400774473114,650,5,199208,650,0.0026101141924959217,0.7
base_v5,charge_group,negative_to_positive,non_local_recall,0.03333333333333333,0.5032679738562091,0.03333333333333333,0.03477617908839053,650,5,199208,630,,
base_v5,charge_binary_group,no_charge_involved,global_mae,0.4930688078232569,0.5422519575751317,0.4930688078232569,0.4778555478317463,28951,57,8597473,28951,0.3114320434474071,0.8694176658862148
base_v5,charge_binary_group,no_charge_involved,shell_mae,0.40326267719003445,0.609811276066689,0.4032626771900345,0.3797592658285236,28951,57,8597473,28951,0.3750281773072465,0.9358016266363202
base_v5,charge_binary_group,no_charge_involved,mae_shell_0,0.4284694453429935,0.7804708979080107,0.4284694453429935,0.38188657717369273,28951,57,8597473,28951,0.49965488558921645,1.125859063777461
base_v5,charge_binary_group,no_charge_involved,mae_shell_1,0.35400347959092476,0.6783985841229062,0.35400347959092476,0.33275285562937684,28951,57,8597473,28951,0.3972322224521963,1.0702089042852572
base_v5,charge_binary_group,no_charge_involved,mae_shell_2,0.33801944730373007,0.5224748326391503,0.33801944730373007,0.319324470733193,28951,57,8597473,28951,0.3099678038866973,0.8200107297056968
