factor,group,metric,reference,candidate,n_common_clusters,mean_diff,median_diff,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_p,n_clusters_improved,n_clusters_worsened,fraction_clusters_improved,weighted_mean_diff_by_n_samples,weighted_mean_diff_by_n_residues
charge_group,charged_to_charged_same_sign,mae_shell_1,shell_mean,base_v5,7,-0.17718530473516708,-0.1911350621117486,-0.304594297485089,-0.044801766740949385,0.109375,5,2,0.7142857142857143,-0.04379552673557997,-0.04577802015914619
charge_group,charged_to_charged_same_sign,mae_shell_2,shell_mean,base_v5,7,-0.16574940024791746,-0.20208523132050665,-0.2557425629578966,-0.06770859537582367,0.046875,6,1,0.8571428571428571,-0.12979605989643542,-0.08013527456586171
charge_group,charged_to_charged_same_sign,mae_shell_3,shell_mean,base_v5,7,-0.12830463197788924,-0.15424593919427096,-0.20433920170986805,-0.045371594498394736,0.046875,6,1,0.8571428571428571,-0.09133451725607332,-0.04999324543557651
charge_group,charged_to_charged_same_sign,mae_shell_4,shell_mean,base_v5,7,-0.19064680847478205,-0.2645867369765047,-0.293061294394506,-0.08092058852411031,0.046875,6,1,0.8571428571428571,-0.15617179611946033,-0.08595118476943113
charge_group,charged_to_charged_same_sign,perturbed_auroc,shell_mean,base_v5,7,0.28661646132002844,0.26248409978102005,0.20950309502350115,0.38404958363773156,0.015625,7,0,1.0,0.2517981185151652,0.23250206507034665
charge_group,charged_to_charged_same_sign,perturbed_auprc,shell_mean,base_v5,7,0.2574551748568051,0.19189371967781188,0.1681165376658703,0.3639414837619708,0.015625,7,0,1.0,0.18028223358056858,0.17189412170341337
charge_group,charged_to_charged_same_sign,radius_mae,shell_mean,base_v5,7,-6.558769309078362,0.0,-14.429835853995858,0.0,0.5,2,0,0.2857142857142857,-10.053407046938904,-13.488627848552367
charge_group,charged_to_charged_same_sign,class_correct,shell_mean,base_v5,7,0.07158470194480818,0.0,-0.18676285546514548,0.32459388437649306,1.0,2,1,0.2857142857142857,-0.042281879194630834,0.18507995580284414
charge_group,charged_to_charged_same_sign,class_macro_f1,shell_mean,base_v5,7,0.023861567314936046,0.0,-0.062254285155048515,0.10819796145883101,1.0,2,1,0.2857142857142857,-0.014093959731543634,0.06169331860094804
charge_group,charged_to_charged_same_sign,non_local_f1,shell_mean,base_v5,7,0.18904284121675424,0.0,0.0,0.4014970536709667,0.5,2,0,0.2857142857142857,0.2342281879194631,0.31684234929790756
charge_group,charged_to_charged_same_sign,non_local_recall,shell_mean,base_v5,7,0.21767416644076984,0.0,0.0,0.48495527243155323,0.5,2,0,0.2857142857142857,0.3539553752535497,0.38284908042670684
charge_group,negative_to_positive,global_mae,shell_mean,base_v5,5,-0.2187005745702213,-0.20451405769389525,-0.3274689140329465,-0.11967835363950356,0.0625,5,0,1.0,-0.08064925535502743,-0.081369483778959
charge_group,negative_to_positive,shell_mae,shell_mean,base_v5,5,-0.18805824574060237,-0.18525598737229798,-0.3047874593189087,-0.0661546373575122,0.125,4,1,0.8,0.007903986090491713,0.007143602863510328
charge_group,negative_to_positive,mae_shell_0,shell_mean,base_v5,5,-0.19996557835340287,-0.1929213404655456,-0.33848600586255395,-0.040503219274673374,0.125,4,1,0.8,0.07167528477998872,0.07082170321162058
charge_group,negative_to_positive,mae_shell_1,shell_mean,base_v5,5,-0.189448350803698,-0.25918546666701636,-0.3087397193066657,-0.04039249979922834,0.125,4,1,0.8,0.03461430356337693,0.033946095326052084
charge_group,negative_to_positive,mae_shell_2,shell_mean,base_v5,5,-0.16916806813086777,-0.16082094361384713,-0.2987119151148451,-0.04859360175889391,0.125,4,1,0.8,0.00888690016130015,0.008104727887798303
charge_group,negative_to_positive,mae_shell_3,shell_mean,base_v5,5,-0.15138333154709654,-0.10964911970598942,-0.25808552504115134,-0.049401384120630096,0.125,4,1,0.8,0.016021744171395083,0.015196401367671612
charge_group,negative_to_positive,mae_shell_4,shell_mean,base_v5,5,-0.23032589986794655,-0.23699566229635305,-0.3416994939332644,-0.12547555592928789,0.0625,5,0,1.0,-0.09167830222360208,-0.09235091347559071
charge_group,negative_to_positive,perturbed_auroc,shell_mean,base_v5,4,0.30937412138439324,0.3263575170487505,,,,4,0,1.0,0.3614575332881432,0.3610687741617541
charge_group,negative_to_positive,perturbed_auprc,shell_mean,base_v5,4,0.30520217517063675,0.3184187081812291,,,,4,0,1.0,0.20549272208429964,0.20578106313922806
charge_group,negative_to_positive,radius_mae,shell_mean,base_v5,5,-8.217001536516083,-0.815615033247731,-31.87364428947761,9.190531031290691,0.625,3,1,0.6,-0.966185522813063,-1.0812936651716014
charge_group,negative_to_positive,class_correct,shell_mean,base_v5,5,0.035617183251767257,0.011419249592169658,-0.5666666666666667,0.6045676998368679,0.75,3,1,0.6,0.015384615384615385,0.018809701207428507
charge_group,negative_to_positive,class_macro_f1,shell_mean,base_v5,5,0.011872394417255749,0.003806416530723219,-0.18888888888888888,0.2015225666122893,0.75,3,1,0.6,0.005128205128205127,0.006269900402476168
charge_group,negative_to_positive,non_local_f1,shell_mean,base_v5,5,0.3026101141924959,0.013050570962479609,0.0026101141924959217,0.7,0.25,3,0,0.6,0.03230769230769231,0.033781400774473114
charge_group,negative_to_positive,non_local_recall,shell_mean,base_v5,4,0.5032679738562091,0.5065359477124183,,,,3,0,0.75,0.03333333333333333,0.03477617908839053
charge_binary_group,no_charge_involved,global_mae,shell_mean,base_v5,57,-0.12016181461696507,-0.14662082530177367,-0.16432429177700555,-0.07568101175607385,1.2208151806299628e-05,41,16,0.7192982456140351,0.02374467262646625,0.018672350969453612
charge_binary_group,no_charge_involved,shell_mae,shell_mean,base_v5,57,-0.11418253601345056,-0.1365614420845445,-0.16411392282818058,-0.06300208189846322,0.00014365906371302395,43,14,0.7543859649122807,-0.04448474451738604,-0.052887793422579425
charge_binary_group,no_charge_involved,mae_shell_0,shell_mean,base_v5,57,-0.18916440992107092,-0.2200730758825019,-0.28718743362847565,-0.09153988482353038,0.0007883575096604025,41,16,0.7192982456140351,-0.19697974419255104,-0.21493251259315904
charge_binary_group,no_charge_involved,mae_shell_1,shell_mean,base_v5,57,-0.09423304751630716,-0.09762416776907085,-0.14842646908900617,-0.039805039657014346,0.001970395896052341,41,16,0.7192982456140351,-0.07746801379094236,-0.08680481491909656
charge_binary_group,no_charge_involved,mae_shell_2,shell_mean,base_v5,57,-0.08692081649455402,-0.11589263110996154,-0.130292027423923,-0.04217482132415635,0.000572650799144432,38,19,0.6666666666666666,-0.0033052676137242457,-0.008801199624332751
charge_binary_group,no_charge_involved,mae_shell_3,shell_mean,base_v5,57,-0.06880772179591205,-0.09363859436817085,-0.10800334044323225,-0.028295553150836657,0.002023826602190713,37,20,0.6491228070175439,0.017777735730916202,0.013548356336726401
charge_binary_group,no_charge_involved,mae_shell_4,shell_mean,base_v5,57,-0.13178668433940854,-0.15108415167454908,-0.17779400445585675,-0.08619898085778578,6.7647114987346586e-06,42,15,0.7368421052631579,0.03755156727937128,0.03255120368696492
charge_binary_group,no_charge_involved,perturbed_auroc,shell_mean,base_v5,53,0.2690646046941418,0.2800992667778662,0.2206529903139071,0.313929459452602,4.997630211981767e-09,49,4,0.9245283018867925,0.24927199714785198,0.24939039350606335
charge_binary_group,no_charge_involved,perturbed_auprc,shell_mean,base_v5,53,0.25716356863099643,0.2460981773683652,0.19939177243571254,0.31898802279899424,2.624931950143359e-09,50,3,0.9433962264150944,0.21625656657690573,0.2149343807201846
charge_binary_group,no_charge_involved,radius_mae,shell_mean,base_v5,57,-13.09204815643956,0.0,-20.76174639057036,-6.623706947440695,7.152557373046875e-07,22,1,0.38596491228070173,-20.157660096145687,-20.707811314857565
charge_binary_group,no_charge_involved,class_correct,shell_mean,base_v5,57,0.1911975078369917,0.0,0.07083054739982135,0.3134996918531371,0.0048823583727634085,18,5,0.3157894736842105,0.5398431833097302,0.5499472693848522
charge_binary_group,no_charge_involved,class_macro_f1,shell_mean,base_v5,57,0.06373250261233054,0.0,0.02361018246660711,0.10449989728437903,0.0055568967646175225,18,5,0.3157894736842105,0.17994772776991003,0.18331575646161735
charge_binary_group,no_charge_involved,non_local_f1,shell_mean,base_v5,57,0.23979945144079276,0.0,0.13909132174720396,0.3458256255739028,0.00010086638641003706,19,0,0.3333333333333333,0.5425373907637042,0.5525061966739794
charge_binary_group,no_charge_involved,non_local_recall,shell_mean,base_v5,53,0.26318525448063795,0.0,0.15613341821898924,0.3813089115009259,9.188124469507763e-05,19,0,0.3584905660377358,0.5472822299651567,0.5573920193271866
charge_binary_group,charge_involved,global_mae,shell_mean,base_v5,59,-0.15619364649021933,-0.18614098852074837,-0.1954477004007301,-0.11534561286220225,4.635998751370346e-08,49,10,0.8305084745762712,-0.05109788877110537,-0.04366366771255537
charge_binary_group,charge_involved,shell_mae,shell_mean,base_v5,59,-0.16655010206423085,-0.1983467722948852,-0.21024358895984666,-0.1232304626595667,5.978375312753373e-08,49,10,0.8305084745762712,-0.04726562951671411,-0.04720704210712807
charge_binary_group,charge_involved,mae_shell_0,shell_mean,base_v5,59,-0.2806414052303675,-0.400138258934021,-0.3537206625243077,-0.2055462430542009,1.2668130262448944e-07,47,12,0.7966101694915254,-0.0847149606934118,-0.09645056454252557
charge_binary_group,charge_involved,mae_shell_1,shell_mean,base_v5,59,-0.1514369555433773,-0.16479316617051762,-0.1993242239385337,-0.10379228651229863,1.1248010004558033e-06,45,14,0.7627118644067796,-0.01374222170814608,-0.026689076434821917
charge_binary_group,charge_involved,mae_shell_2,shell_mean,base_v5,59,-0.12577209679434398,-0.12821344137896132,-0.16761893040642786,-0.08386724802528589,2.3007803558680394e-06,45,14,0.7627118644067796,-0.04668668710798363,-0.039232914099927844
charge_binary_group,charge_involved,mae_shell_3,shell_mean,base_v5,59,-0.11029604419805665,-0.1322998537275935,-0.14486827384157433,-0.07491880412852062,1.2610213584778175e-06,45,14,0.7627118644067796,-0.034742069982346364,-0.027600710589215587
charge_binary_group,charge_involved,mae_shell_4,shell_mean,base_v5,59,-0.16460400855500865,-0.16803160615456436,-0.20537597880754122,-0.12152108384782964,5.7310821091515996e-08,50,9,0.847457627118644,-0.05644220809168267,-0.046061944869149385
charge_binary_group,charge_involved,perturbed_auroc,shell_mean,base_v5,55,0.2570660738149065,0.2763449138691566,0.2267604118139647,0.2865812459871682,1.170547504057613e-10,54,1,0.9818181818181818,0.29918768612915636,0.3006632059398577
charge_binary_group,charge_involved,perturbed_auprc,shell_mean,base_v5,55,0.22488043426755927,0.21210025797761953,0.18015744455222069,0.2736761543834866,2.519175736661506e-10,54,1,0.9818181818181818,0.21080380864113962,0.21759240750231237
charge_binary_group,charge_involved,radius_mae,shell_mean,base_v5,59,-5.545719905728486,0.0,-10.423590871960469,-1.3390487527975248,0.0019855499267578125,17,3,0.288135593220339,-5.11204646183894,-4.867690912155316
charge_binary_group,charge_involved,class_correct,shell_mean,base_v5,59,0.07088529378927114,0.0,-0.03873910854414992,0.1822226983433334,0.23931349341981245,14,9,0.23728813559322035,0.131238990017616,0.1283200951132916
charge_binary_group,charge_involved,class_macro_f1,shell_mean,base_v5,59,0.02362843126309037,0.0,-0.012913036181383307,0.060740899447777795,0.23931349341981245,14,9,0.23728813559322035,0.04374633000587198,0.04277336503776386
charge_binary_group,charge_involved,non_local_f1,shell_mean,base_v5,59,0.18186106375294536,0.0,0.09685768520572903,0.2744844816311121,0.00041870024239133854,16,0,0.2711864406779661,0.1666470933646506,0.15036410269604855
charge_binary_group,charge_involved,non_local_recall,shell_mean,base_v5,55,0.23193750006838923,0.0,0.13065899114923826,0.34339615548757735,0.0002976302075402201,16,0,0.2909090909090909,0.1775636613902271,0.15834663435403248
glypro_group,no_gly_or_pro,global_mae,shell_mean,base_v5,96,-0.1340732214929565,-0.15343433546822238,-0.16625031101889173,-0.10175713749261041,2.906487566476343e-10,74,22,0.7708333333333334,0.000713390095917541,0.0007121281495821365
glypro_group,no_gly_or_pro,shell_mae,shell_mean,base_v5,96,-0.13949551556406167,-0.1633134001034584,-0.1760374822002923,-0.10277880178925868,1.9247595549207607e-09,74,22,0.7708333333333334,-0.04117156022446793,-0.04846612780840367
glypro_group,no_gly_or_pro,mae_shell_0,shell_mean,base_v5,96,-0.23732535738458194,-0.2688584964101513,-0.3037593984955142,-0.17069294027953713,1.5747061912349264e-08,72,24,0.75,-0.15405525006549786,-0.17746563053136236
glypro_group,no_gly_or_pro,mae_shell_1,shell_mean,base_v5,96,-0.12421252132605322,-0.12697118613868952,-0.1639365063675217,-0.08343654579682233,2.3763268437796247e-07,71,25,0.7395833333333334,-0.04803361658942128,-0.0621948103974882
glypro_group,no_gly_or_pro,mae_shell_2,shell_mean,base_v5,96,-0.10541092168874873,-0.13225310857157307,-0.13806786911150934,-0.07181230588222134,1.3144143398184335e-07,67,29,0.6979166666666666,-0.014429412612975154,-0.014780161070198448
glypro_group,no_gly_or_pro,mae_shell_3,shell_mean,base_v5,96,-0.0875300458093401,-0.10683477885960352,-0.11730593018882592,-0.057487683771766926,4.497339487338473e-07,66,30,0.6875,0.0031573653264208705,0.002733599971809192
glypro_group,no_gly_or_pro,mae_shell_4,shell_mean,base_v5,96,-0.1429987316115843,-0.15758935066455748,-0.17590901646531848,-0.11031842260665177,1.4584340639973366e-10,77,19,0.8020833333333334,0.007503112819133719,0.00937636298522151
glypro_group,no_gly_or_pro,perturbed_auroc,shell_mean,base_v5,90,0.2596285077673455,0.2736317224649638,0.2286447302041278,0.2892787812106386,3.263491055296146e-15,86,4,0.9555555555555556,0.26430531515807915,0.26499880424155015
glypro_group,no_gly_or_pro,perturbed_auprc,shell_mean,base_v5,90,0.22917780535137638,0.2173957591824151,0.187186295257353,0.2741157016582069,5.280690945371418e-15,87,3,0.9666666666666667,0.2136013897375227,0.21552617750327427
glypro_group,no_gly_or_pro,radius_mae,shell_mean,base_v5,96,-9.235074926044545,0.0,-14.269013246351035,-4.97453174454072,1.8702121451497078e-07,33,2,0.34375,-16.255312460997473,-17.23378957554839
glypro_group,no_gly_or_pro,class_correct,shell_mean,base_v5,96,0.1431894304381076,0.0,0.057895699741518404,0.23073401882067987,0.002518908464030986,28,11,0.2916666666666667,0.4306431428361102,0.45580655480299836
glypro_group,no_gly_or_pro,class_macro_f1,shell_mean,base_v5,96,0.04772981014603587,0.0,0.01929856658050614,0.07691133960689328,0.002519218617608994,28,11,0.2916666666666667,0.14354771427870341,0.15193551826766608
glypro_group,no_gly_or_pro,non_local_f1,shell_mean,base_v5,96,0.2144582480522695,0.0,0.14415171911409433,0.29230105082770874,2.1058299685562284e-06,29,0,0.3020833333333333,0.4473535690624003,0.4656359601167234
glypro_group,no_gly_or_pro,non_local_recall,shell_mean,base_v5,90,0.24609308736112673,0.0,0.16581724935698708,0.33247043758833383,1.4401122314504322e-06,29,0,0.32222222222222224,0.4613691003416424,0.47662007826300623
glypro_group,gly_or_pro_involved,global_mae,shell_mean,base_v5,11,-0.20473447241205792,-0.22442804905488709,-0.29023499484241927,-0.11814056516736575,0.001953125,10,1,0.9090909090909091,-0.04051985752525374,-0.019762110133981315
glypro_group,gly_or_pro_involved,shell_mae,shell_mean,base_v5,11,-0.2183006357145085,-0.21792559565525027,-0.3076607703786178,-0.13162366634851314,0.0009765625,11,0,1.0,-0.07937010622891026,-0.07381887124235983
glypro_group,gly_or_pro_involved,mae_shell_0,shell_mean,base_v5,11,-0.2938708018262131,-0.2644355893135071,-0.42964966584754344,-0.157843652073827,0.0048828125,10,1,0.9090909090909091,-0.16588422892274587,-0.1707543530934695
glypro_group,gly_or_pro_involved,mae_shell_1,shell_mean,base_v5,11,-0.23310768460091172,-0.18043732692301273,-0.32878150427022795,-0.13955851510447112,0.001953125,10,1,0.9090909090909091,-0.09932909833255828,-0.11387264737532514
glypro_group,gly_or_pro_involved,mae_shell_2,shell_mean,base_v5,11,-0.193779459481837,-0.22321367719107207,-0.27540289241058774,-0.11185910530161691,0.0029296875,10,1,0.9090909090909091,-0.05790421421524765,-0.0521365959251123
glypro_group,gly_or_pro_involved,mae_shell_3,shell_mean,base_v5,11,-0.15897808710070074,-0.17248395041155137,-0.22774523313265346,-0.09012790315273263,0.0029296875,10,1,0.9090909090909091,-0.03933556499640996,-0.02104265661154868
glypro_group,gly_or_pro_involved,mae_shell_4,shell_mean,base_v5,11,-0.21176714556287982,-0.22374999068818469,-0.3021347691242194,-0.1190913967519302,0.0029296875,10,1,0.9090909090909091,-0.0343974246775894,-0.01128810320634356
glypro_group,gly_or_pro_involved,perturbed_auroc,shell_mean,base_v5,11,0.2725514259389286,0.26112205884912487,0.22204903516829336,0.32275622695805783,0.0009765625,11,0,1.0,0.28897053582619564,0.26921219199524465
glypro_group,gly_or_pro_involved,perturbed_auprc,shell_mean,base_v5,11,0.2926156884313172,0.23554833433926486,0.20017982598221243,0.40120672470839003,0.0009765625,11,0,1.0,0.21964684690422323,0.21780499938506034
glypro_group,gly_or_pro_involved,radius_mae,shell_mean,base_v5,11,-1.925523750715022,0.0,-5.279624272425324,0.0,0.25,3,0,0.2727272727272727,-1.5665302153024052,-1.2878373056854913
glypro_group,gly_or_pro_involved,class_correct,shell_mean,base_v5,11,0.0670701005105809,0.0,0.0,0.20050383738479816,0.5,2,0,0.18181818181818182,0.06006120887528692,0.04783360645651236
glypro_group,gly_or_pro_involved,class_macro_f1,shell_mean,base_v5,11,0.022356700170193634,0.0,0.0,0.06683461246159939,0.5,2,0,0.18181818181818182,0.02002040295842897,0.015944535485504122
glypro_group,gly_or_pro_involved,non_local_f1,shell_mean,base_v5,11,0.0670701005105809,0.0,0.0,0.20050383738479816,0.5,2,0,0.18181818181818182,0.06006120887528692,0.04783360645651236
glypro_group,gly_or_pro_involved,non_local_recall,shell_mean,base_v5,11,0.06707185166108678,0.0,0.0,0.20050733968580994,0.5,2,0,0.18181818181818182,0.060758513931888546,0.048524422679754674
gly_group,no_gly,global_mae,shell_mean,base_v5,97,-0.13385349059382143,-0.1526415964895828,-0.16544372183342382,-0.10196090958219348,2.323302845983172e-10,75,22,0.7731958762886598,0.002481589178463765,0.0027976181741551065
gly_group,no_gly,shell_mae,shell_mean,base_v5,97,-0.1388506049382106,-0.16096892093987147,-0.1745513673943841,-0.10275851893512888,1.5794443052219635e-09,75,22,0.7731958762886598,-0.04011684700884356,-0.04713944331384327
gly_group,no_gly,mae_shell_0,shell_mean,base_v5,97,-0.2361969905074937,-0.2670577646543582,-0.3020737914201051,-0.16929796635546104,1.3484250468057462e-08,72,25,0.7422680412371134,-0.15025246514049784,-0.17371204711702717
gly_group,no_gly,mae_shell_1,shell_mean,base_v5,97,-0.12348812903120977,-0.12646876461803913,-0.1635217203047828,-0.08309136597995863,2.1804523504263506e-07,71,26,0.7319587628865979,-0.04993303927207846,-0.06339771844577469
gly_group,no_gly,mae_shell_2,shell_mean,base_v5,97,-0.10449246809139993,-0.12821344137896132,-0.13721964162830005,-0.07158178974305625,1.4217361044799967e-07,67,30,0.6907216494845361,-0.014329261251861547,-0.01445552058238033
gly_group,no_gly,mae_shell_3,shell_mean,base_v5,97,-0.08719744443512766,-0.1018744470911982,-0.1163678738221133,-0.05799102845544167,4.4152913443012893e-07,67,30,0.6907216494845361,0.004399606901834141,0.004223190109561971
gly_group,no_gly,mae_shell_4,shell_mean,base_v5,97,-0.14287799262582204,-0.15662848232018758,-0.17514391948549368,-0.11025170271300756,1.0677701671037077e-10,78,19,0.8041237113402062,0.009530923718386111,0.011644879466404159
gly_group,no_gly,perturbed_auroc,shell_mean,base_v5,91,0.2598169402377203,0.27446213680232956,0.22932356484865263,0.2889504799889018,2.2326778228821666e-15,87,4,0.9560439560439561,0.2631083232914409,0.2641340258706363
gly_group,no_gly,perturbed_auprc,shell_mean,base_v5,91,0.23149294784061994,0.2245297759846709,0.18976590253384662,0.27582070125487895,3.482499933308873e-15,88,3,0.967032967032967,0.2127033190693873,0.21505482650922683
gly_group,no_gly,radius_mae,shell_mean,base_v5,97,-9.165885862397149,0.0,-14.181254813040194,-4.922388905637026,1.0841176845133305e-07,34,2,0.35051546391752575,-15.781412408262613,-16.644699648921932
gly_group,no_gly,class_correct,shell_mean,base_v5,97,0.14172944174922028,0.0,0.05572224077089216,0.22634412864927494,0.002294794732672224,28,11,0.28865979381443296,0.420494449812637,0.4418493818159342
gly_group,no_gly,class_macro_f1,shell_mean,base_v5,97,0.04724314724974009,0.0,0.018574080256964054,0.07544804288309166,0.002295082177960778,28,11,0.28865979381443296,0.14016481660421234,0.14728312727197806
gly_group,no_gly,non_local_f1,shell_mean,base_v5,97,0.2122525683718243,0.0,0.14199825620804687,0.2877564217081616,2.1058299685562284e-06,29,0,0.29896907216494845,0.43654403619994814,0.4512785284609507
gly_group,no_gly,non_local_recall,shell_mean,base_v5,91,0.24339272482808103,0.0,0.163234012194047,0.3289872003014502,1.4401122314504322e-06,29,0,0.31868131868131866,0.4497620435120435,0.46160634459202693
gly_group,gly_involved,global_mae,shell_mean,base_v5,9,-0.19215214583176976,-0.22442804905488709,-0.28220789207717223,-0.09685482809867821,0.01171875,8,1,0.8888888888888888,-0.08114403915337905,-0.06287511811427839
gly_group,gly_involved,shell_mae,shell_mean,base_v5,9,-0.21561794483551783,-0.21792559565525027,-0.3112867411820901,-0.11811831221926124,0.0078125,8,1,0.8888888888888888,-0.11003199260851981,-0.10864875756173355
gly_group,gly_involved,mae_shell_0,shell_mean,base_v5,9,-0.31084167040798616,-0.27712108022733667,-0.45930790682557837,-0.15842118356869184,0.01171875,8,1,0.8888888888888888,-0.2169278891129253,-0.2220687620891409
gly_group,gly_involved,mae_shell_1,shell_mean,base_v5,9,-0.22589090710670698,-0.1479894388827201,-0.3319917825504238,-0.12316511852863123,0.00390625,9,0,1.0,-0.10087259537964445,-0.1272023153484907
gly_group,gly_involved,mae_shell_2,shell_mean,base_v5,9,-0.18991446521958869,-0.22321367719107207,-0.27384627872438855,-0.10400017169387962,0.0078125,8,1,0.8888888888888888,-0.07965076055102921,-0.07940930654007385
gly_group,gly_involved,mae_shell_3,shell_mean,base_v5,9,-0.1524628412101765,-0.17248395041155137,-0.22069022859167675,-0.07998855088046977,0.01171875,8,1,0.8888888888888888,-0.07426871693107796,-0.057340657189137056
gly_group,gly_involved,mae_shell_4,shell_mean,base_v5,9,-0.19897984023313064,-0.22374999068818469,-0.29470763781708514,-0.09613733938484456,0.01953125,7,2,0.7777777777777778,-0.07844000106792182,-0.05722274664182512
gly_group,gly_involved,perturbed_auroc,shell_mean,base_v5,9,0.2797859111632421,0.26112205884912487,0.2301338729127619,0.3322977286147642,0.00390625,9,0,1.0,0.3147500222931032,0.2844432084964363
gly_group,gly_involved,perturbed_auprc,shell_mean,base_v5,9,0.2647813359296291,0.23554833433926486,0.18651181194773084,0.3513990855211089,0.00390625,9,0,1.0,0.23306031803069835,0.22614489578849328
gly_group,gly_involved,radius_mae,shell_mean,base_v5,9,-0.07215220693933272,0.0,-0.21645662081799819,0.0,,1,0,0.1111111111111111,-0.2877348714479249,-0.38728824478194845
gly_group,gly_involved,class_correct,shell_mean,base_v5,9,0.001554001554001554,0.0,0.0,0.004662004662004662,,1,0,0.1111111111111111,0.006197183098591549,0.00834134615928975
gly_group,gly_involved,class_macro_f1,shell_mean,base_v5,9,0.000518000518000518,0.0,0.0,0.001554001554001554,,1,0,0.1111111111111111,0.0020657276995305163,0.0027804487197632495
gly_group,gly_involved,non_local_f1,shell_mean,base_v5,9,0.001554001554001554,0.0,0.0,0.004662004662004662,,1,0,0.1111111111111111,0.006197183098591549,0.00834134615928975
gly_group,gly_involved,non_local_recall,shell_mean,base_v5,9,0.001556970983722576,0.0,0.0,0.004670912951167729,,1,0,0.1111111111111111,0.006287510717347814,0.008502297296893007
pro_group,no_pro,global_mae,shell_mean,base_v5,98,-0.13703188622257942,-0.1545936814180855,-0.16834808023111408,-0.10511754684984807,9.878437501496532e-11,76,22,0.7755102040816326,-0.00584584683690876,-0.003487708922597936
pro_group,no_pro,shell_mae,shell_mean,base_v5,98,-0.14332407071650216,-0.16686860783158922,-0.17877785612895153,-0.10693904414323832,6.629639395502045e-10,76,22,0.7755102040816326,-0.04668934761952883,-0.052447682858532754
pro_group,no_pro,mae_shell_0,shell_mean,base_v5,98,-0.24302994594358795,-0.2688584964101513,-0.3083497481179088,-0.17617707732495053,4.9550767497113355e-09,73,25,0.7448979591836735,-0.15909323549805018,-0.18042968984433788
pro_group,no_pro,mae_shell_1,shell_mean,base_v5,98,-0.12851732165644014,-0.1283392147584395,-0.16843950848110462,-0.08842730956503334,7.707960992410055e-08,73,25,0.7448979591836735,-0.052267604687412254,-0.06650090555299609
pro_group,no_pro,mae_shell_2,shell_mean,base_v5,98,-0.10880195797074002,-0.13225310857157307,-0.14087582927541611,-0.07574018950432564,4.888011526042814e-08,69,29,0.7040816326530612,-0.019655600121272387,-0.019052495187175486
pro_group,no_pro,mae_shell_3,shell_mean,base_v5,98,-0.09034915371509028,-0.11264659510447811,-0.11911150469009693,-0.060901347244247894,1.7415109274308263e-07,68,30,0.6938775510204082,-0.003046787710938255,-0.0012329328633658453
pro_group,no_pro,mae_shell_4,shell_mean,base_v5,98,-0.14592197429665232,-0.16020716606496194,-0.17816070330370434,-0.11327507431098582,5.475796180974138e-11,79,19,0.8061224489795918,0.0006164899200287356,0.004977609155211379
pro_group,no_pro,perturbed_auroc,shell_mean,base_v5,92,0.25934974641742836,0.27027764098317913,0.2288477490052191,0.2887116421580648,1.5275215661584591e-15,88,4,0.9565217391304348,0.26842076046214813,0.26629223064387175
pro_group,no_pro,perturbed_auprc,shell_mean,base_v5,92,0.23381916946974624,0.22170317113430255,0.19155227777603862,0.27877583715898874,2.2275237955768787e-15,89,3,0.967391304347826,0.21518891317882274,0.21623843044689414
pro_group,no_pro,radius_mae,shell_mean,base_v5,98,-9.024418600282392,0.0,-13.858277104745886,-4.734713557065494,1.8702121451497078e-07,33,2,0.336734693877551,-14.97583024889218,-16.121690328833708
pro_group,no_pro,class_correct,shell_mean,base_v5,98,0.14055888401250607,0.0,0.056788787631198184,0.22711468945751528,0.0024044625152789406,28,11,0.2857142857142857,0.39663228223822317,0.42626088191867195
pro_group,no_pro,class_macro_f1,shell_mean,base_v5,98,0.046852961337502025,0.0,0.018929595877066056,0.07570489648583842,0.0024047611315879277,28,11,0.2857142857142857,0.13221076074607438,0.14208696063955734
pro_group,no_pro,non_local_f1,shell_mean,base_v5,98,0.20957762730695934,0.0,0.13990371822199998,0.28579049949369517,2.1058299685562284e-06,29,0,0.29591836734693877,0.4120037017809178,0.4354422844699098
pro_group,no_pro,non_local_recall,shell_mean,base_v5,92,0.24022453836195573,0.0,0.16106803334257586,0.32553744351343994,1.4401122314504322e-06,29,0,0.31521739130434784,0.4243502115590273,0.4455896904838436
pro_group,pro_involved,global_mae,shell_mean,base_v5,5,-0.09049538696995847,-0.049811011299991076,-0.2639390160018104,0.030862883247202922,0.4375,3,2,0.6,0.0454252227964653,0.05192283372363666
pro_group,pro_involved,shell_mae,shell_mean,base_v5,5,-0.12398159303190978,-0.04762452232776154,-0.2622410205658743,-0.020211074639177696,0.125,4,1,0.8,-0.014501395473478881,-0.0158864883800654
pro_group,pro_involved,mae_shell_0,shell_mean,base_v5,5,-0.17125024959930238,-0.0972711046536765,-0.3537186160588589,0.0061585683314029135,0.3125,4,1,0.8,-0.057895555695608454,-0.0853638698000797
pro_group,pro_involved,mae_shell_1,shell_mean,base_v5,5,-0.18224202034565698,-0.20816066857687265,-0.30885552627823365,-0.05504240823437595,0.125,4,1,0.8,-0.09606365463937838,-0.09168885309554527
pro_group,pro_involved,mae_shell_2,shell_mean,base_v5,5,-0.11011968364434314,-0.11450114585728668,-0.24193693654504883,0.0008676992026921126,0.3125,3,2,0.6,-0.011896920119881308,-0.006780943312225606
